#Masse - Plot 0	Amplitude (V) - Plot 0	scangeschw: 10 s/amu druck 1.1 E-5 mbar
44,4116	0,0468285	
44,441	0,00991673	
44,441	0,00991673	
44,4705	0,0114722	
44,4705	0,0114722	
44,5001	0,0582142	
44,5001	0,0582142	
44,5298	0,0268433	
44,5298	0,0268433	
44,5587	0,0617934	
44,5587	0,0617934	
44,5886	0,0621472	
44,5886	0,0621472	
44,6178	0,0418851	
44,6178	0,0418851	
44,6478	0,0114392	
44,6478	0,0114392	
44,6771	0,040341	
44,6771	0,040341	
44,7069	0,0622235	
44,7069	0,0622235	
44,736	0,0400544	
44,736	0,0400544	
44,7658	0,0697065	
44,7658	0,0697065	
44,7952	0,0327778	
44,7952	0,0327778	
44,8248	0,0465722	
44,8248	0,0465722	
44,8542	-0,00164177	
44,8542	-0,00164177	
44,8834	0,0529322	
44,8834	0,0529322	
44,9133	0,00435726	
44,9133	0,00435726	
44,9429	0,0120908	
44,9429	0,0120908	
44,9725	-0,0170722	
44,9725	-0,0170722	
45,0019	0,026315	
45,0019	0,026315	
45,0315	0,00044617	
45,0315	0,00044617	
45,061	-0,0129759	
45,061	-0,0129759	
45,091	-0,0474698	
45,091	-0,0474698	
45,1203	-0,0133526	
45,1203	-0,0133526	
45,1495	-0,00934722	
45,1495	-0,00934722	
45,1796	0,0232188	
45,1796	0,0232188	
45,2089	-0,00223068	
45,2089	-0,00223068	
45,2385	0,0866823	
45,2385	0,0866823	
45,2684	0,0358965	
45,2684	0,0358965	
45,2973	-0,00274068	
45,2973	-0,00274068	
45,3277	0,0206825	
45,3277	0,0206825	
45,3562	0,0505042	
45,3562	0,0505042	
45,3862	0,0583632	
45,3862	0,0583632	
45,4158	0,0910718	
45,4158	0,0910718	
45,445	0,0996081	
45,445	0,0996081	
45,4746	0,104985	
45,4746	0,104985	
45,5043	0,135346	
45,5043	0,135346	
45,534	0,183439	
45,534	0,183439	
45,5632	0,141052	
45,5632	0,141052	
45,5925	0,169607	
45,5925	0,169607	
45,6225	0,218564	
45,6225	0,218564	
45,6518	0,191766	
45,6518	0,191766	
45,6813	0,190473	
45,6813	0,190473	
45,7108	0,239642	
45,7108	0,239642	
45,7406	0,173071	
45,7406	0,173071	
45,7707	0,208976	
45,7707	0,208976	
45,7996	0,190502	
45,7996	0,190502	
45,8287	0,14798	
45,8287	0,14798	
45,8583	0,179637	
45,8583	0,179637	
45,8879	0,155961	
45,8879	0,155961	
45,9174	0,131315	
45,9174	0,131315	
45,9472	0,0978365	
45,9472	0,0978365	
45,9765	0,074815	
45,9765	0,074815	
46,0066	0,0169436	
46,0066	0,0169436	
46,0358	-0,00738124	
46,0358	-0,00738124	
46,0651	-0,00350862	
46,0651	-0,00350862	
46,0949	-0,0142297	
46,0949	-0,0142297	
46,1244	-0,0169832	
46,1244	-0,0169832	
46,1537	-0,0176047	
46,1537	-0,0176047	
46,1834	-0,00065405	
46,1834	-0,00065405	
46,213	0,0112195	
46,213	0,0112195	
46,2425	-0,0112568	
46,2425	-0,0112568	
46,2721	-0,00444449	
46,2721	-0,00444449	
46,3015	0,00828238	
46,3015	0,00828238	
46,331	0,0164714	
46,331	0,0164714	
46,3609	0,00843923	
46,3609	0,00843923	
46,3907	0,00397313	
46,3907	0,00397313	
46,4205	0,0253146	
46,4205	0,0253146	
46,4496	0,0251483	
46,4496	0,0251483	
46,479	0,0225428	
46,479	0,0225428	
46,509	0,0602024	
46,509	0,0602024	
46,5385	0,05479	
46,5385	0,05479	
46,5679	0,0848089	
46,5679	0,0848089	
46,5975	0,0933766	
46,5975	0,0933766	
46,6274	0,0840739	
46,6274	0,0840739	
46,6565	0,0713976	
46,6565	0,0713976	
46,6854	0,0799176	
46,6854	0,0799176	
46,7154	0,0959494	
46,7154	0,0959494	
46,7447	0,0915306	
46,7447	0,0915306	
46,7746	0,0887213	
46,7746	0,0887213	
46,8044	0,0930381	
46,8044	0,0930381	
46,8339	0,0765152	
46,8339	0,0765152	
46,864	0,073975	
46,864	0,073975	
46,8928	0,086441	
46,8928	0,086441	
46,9225	0,0493463	
46,9225	0,0493463	
46,952	0,0644353	
46,952	0,0644353	
46,9816	0,0475316	
46,9816	0,0475316	
47,0113	0,0252689	
47,0113	0,0252689	
47,0407	0,00814608	
47,0407	0,00814608	
47,0708	-0,0308882	
47,0708	-0,0308882	
47,1003	-0,0142568	
47,1003	-0,0142568	
47,1298	0,014974	
47,1298	0,014974	
47,16	-0,0168518	
47,16	-0,0168518	
47,189	-0,0410064	
47,189	-0,0410064	
47,2193	-0,00237155	
47,2193	-0,00237155	
47,2478	-0,0013597	
47,2478	-0,0013597	
47,2772	-0,0102374	
47,2772	-0,0102374	
47,307	-0,0272908	
47,307	-0,0272908	
47,3367	-0,0109539	
47,3367	-0,0109539	
47,3662	-0,00143014	
47,3662	-0,00143014	
47,3954	-0,00825254	
47,3954	-0,00825254	
47,4249	0,00924695	
47,4249	0,00924695	
47,4549	0,00655705	
47,4549	0,00655705	
47,4842	-0,0172131	
47,4842	-0,0172131	
47,5139	-0,0216469	
47,5139	-0,0216469	
47,5432	-0,0180952	
47,5432	-0,0180952	
47,5725	0,00172345	
47,5725	0,00172345	
47,6028	-0,0177939	
47,6028	-0,0177939	
47,6326	0,0172752	
47,6326	0,0172752	
47,6614	-0,0219671	
47,6614	-0,0219671	
47,6912	0,00189726	
47,6912	0,00189726	
47,7211	-0,0304627	
47,7211	-0,0304627	
47,7509	-0,0133411	
47,7509	-0,0133411	
47,7797	-0,00081318	
47,7797	-0,00081318	
47,8094	-0,00183905	
47,8094	-0,00183905	
47,839	-0,0055721	
47,839	-0,0055721	
47,8685	-0,00525417	
47,8685	-0,00525417	
47,8981	0,00154019	
47,8981	0,00154019	
47,9272	-0,0093945	
47,9272	-0,0093945	
47,9572	-0,00602797	
47,9572	-0,00602797	
47,9865	-0,0029034	
47,9865	-0,0029034	
48,0162	-0,0302742	
48,0162	-0,0302742	
48,0456	-0,0159831	
48,0456	-0,0159831	
48,0753	-0,00939091	
48,0753	-0,00939091	
48,1046	-0,0307183	
48,1046	-0,0307183	
48,1341	-0,00448982	
48,1341	-0,00448982	
48,1637	-0,00460167	
48,1637	-0,00460167	
48,1935	-0,0226591	
48,1935	-0,0226591	
48,2227	-0,0109561	
48,2227	-0,0109561	
48,253	-0,0181196	
48,253	-0,0181196	
48,2825	-0,0394223	
48,2825	-0,0394223	
48,3114	-0,0233615	
48,3114	-0,0233615	
48,3407	-0,0166265	
48,3407	-0,0166265	
48,3708	-0,0085708	
48,3708	-0,0085708	
48,4001	-0,01746	
48,4001	-0,01746	
48,4294	-0,0112036	
48,4294	-0,0112036	
48,459	-0,0277249	
48,459	-0,0277249	
48,4889	0,00767488	
48,4889	0,00767488	
48,5178	-0,00829461	
48,5178	-0,00829461	
48,5482	0,00278161	
48,5482	0,00278161	
48,577	-0,00997852	
48,577	-0,00997852	
48,607	-0,0183988	
48,607	-0,0183988	
48,6364	-0,00876254	
48,6364	-0,00876254	
48,6663	-0,0195704	
48,6663	-0,0195704	
48,6952	-0,00828711	
48,6952	-0,00828711	
48,725	-0,00219253	
48,725	-0,00219253	
48,7548	-0,00728798	
48,7548	-0,00728798	
48,7839	-0,007047	
48,7839	-0,007047	
48,8133	-0,0340187	
48,8133	-0,0340187	
48,843	0,00678368	
48,843	0,00678368	
48,8731	-0,0180743	
48,8731	-0,0180743	
48,9022	-0,0240234	
48,9022	-0,0240234	
48,9314	-0,0285244	
48,9314	-0,0285244	
48,9612	-0,00494928	
48,9612	-0,00494928	
48,9909	-0,0216929	
48,9909	-0,0216929	
49,0206	-0,0171104	
49,0206	-0,0171104	
49,0498	0,000142908	
49,0498	0,000142908	
49,0794	-0,00900417	
49,0794	-0,00900417	
49,1092	-0,0204062	
49,1092	-0,0204062	
49,1388	-0,0133672	
49,1388	-0,0133672	
49,1677	-0,019347	
49,1677	-0,019347	
49,197	-0,0227631	
49,197	-0,0227631	
49,2269	0,00741466	
49,2269	0,00741466	
49,2565	-0,0136552	
49,2565	-0,0136552	
49,2856	-0,0355663	
49,2856	-0,0355663	
49,3155	-0,00947211	
49,3155	-0,00947211	
49,3447	-0,00369547	
49,3447	-0,00369547	
49,3746	-0,0139526	
49,3746	-0,0139526	
49,404	-0,0112998	
49,404	-0,0112998	
49,434	-0,0265252	
49,434	-0,0265252	
49,4631	0,0011228	
49,4631	0,0011228	
49,4926	-0,0158872	
49,4926	-0,0158872	
49,5226	-0,0398247	
49,5226	-0,0398247	
49,5519	-0,0286656	
49,5519	-0,0286656	
49,5811	0,0109592	
49,5811	0,0109592	
49,6104	0,0162389	
49,6104	0,0162389	
49,6407	-0,0163933	
49,6407	-0,0163933	
49,6699	-0,0315358	
49,6699	-0,0315358	
49,6996	-0,0312104	
49,6996	-0,0312104	
49,7293	0,00179389	
49,7293	0,00179389	
49,7582	-0,0045234	
49,7582	-0,0045234	
49,7886	-0,00287471	
49,7886	-0,00287471	
49,8177	-0,0129573	
49,8177	-0,0129573	
49,847	-0,00900483	
49,847	-0,00900483	
49,8766	-0,0166066	
49,8766	-0,0166066	
49,9062	0,00825564	
49,9062	0,00825564	
49,9363	-0,00611895	
49,9363	-0,00611895	
49,9651	-0,00594189	
49,9651	-0,00594189	
49,9951	-0,0107993	
49,9951	-0,0107993	
50,0243	0,00636662	
50,0243	0,00636662	
50,0541	-0,0222306	
50,0541	-0,0222306	
50,0834	-0,0182465	
50,0834	-0,0182465	
50,1132	-0,029085	
50,1132	-0,029085	
50,1425	-0,0186665	
50,1425	-0,0186665	
50,1732	-0,012448	
50,1732	-0,012448	
50,2016	-0,0290256	
50,2016	-0,0290256	
50,2314	-0,0186234	
50,2314	-0,0186234	
50,261	-0,00372188	
50,261	-0,00372188	
50,2907	-0,00790591	
50,2907	-0,00790591	
50,3203	-0,0197771	
50,3203	-0,0197771	
50,3504	-0,0123922	
50,3504	-0,0123922	
50,3794	-0,0145773	
50,3794	-0,0145773	
50,4091	-0,0120381	
50,4091	-0,0120381	
50,4388	-0,00999515	
50,4388	-0,00999515	
50,4683	-0,00163329	
50,4683	-0,00163329	
50,4979	-0,00364101	
50,4979	-0,00364101	
50,5272	-0,00752993	
50,5272	-0,00752993	
50,5571	-0,0265128	
50,5571	-0,0265128	
50,5861	-0,00473275	
50,5861	-0,00473275	
50,6155	-0,000594376	
50,6155	-0,000594376	
50,645	-0,025275	
50,645	-0,025275	
50,675	-0,0114195	
50,675	-0,0114195	
50,7039	-0,00164666	
50,7039	-0,00164666	
50,7345	0,00679314	
50,7345	0,00679314	
50,7632	-0,000784811	
50,7632	-0,000784811	
50,7932	-0,00805754	
50,7932	-0,00805754	
50,8227	-0,0335312	
50,8227	-0,0335312	
50,8516	0,000470952	
50,8516	0,000470952	
50,8817	0,0103194	
50,8817	0,0103194	
50,911	-0,022107	
50,911	-0,022107	
50,9404	-0,0270143	
50,9404	-0,0270143	
50,97	-0,0181036	
50,97	-0,0181036	
50,9996	-0,018524	
50,9996	-0,018524	
51,029	-0,00871624	
51,029	-0,00871624	
51,0586	-0,00640689	
51,0586	-0,00640689	
51,0883	-0,0180678	
51,0883	-0,0180678	
51,1177	-0,0206938	
51,1177	-0,0206938	
51,1476	-0,0162926	
51,1476	-0,0162926	
51,1769	-0,00818439	
51,1769	-0,00818439	
51,2068	0,00707129	
51,2068	0,00707129	
51,2362	-0,0176393	
51,2362	-0,0176393	
51,2659	-0,00924059	
51,2659	-0,00924059	
51,295	-0,0194077	
51,295	-0,0194077	
51,3251	-0,0129707	
51,3251	-0,0129707	
51,3543	-0,0379621	
51,3543	-0,0379621	
51,3836	-0,0126759	
51,3836	-0,0126759	
51,4133	-0,00819254	
51,4133	-0,00819254	
51,4429	-0,0613037	
51,4429	-0,0613037	
51,4726	0,0251378	
51,4726	0,0251378	
51,5019	-0,0388878	
51,5019	-0,0388878	
51,5313	0,0109214	
51,5313	0,0109214	
51,561	0,00668194	
51,561	0,00668194	
51,5906	-0,0290074	
51,5906	-0,0290074	
51,6203	-0,0358069	
51,6203	-0,0358069	
51,6495	0,00984304	
51,6495	0,00984304	
51,6788	-0,00340199	
51,6788	-0,00340199	
51,7081	0,0140652	
51,7081	0,0140652	
51,7374	-0,0138873	
51,7374	-0,0138873	
51,7674	-0,00866896	
51,7674	-0,00866896	
51,7976	-0,00521634	
51,7976	-0,00521634	
51,827	-0,0352751	
51,827	-0,0352751	
51,8567	0,00814216	
51,8567	0,00814216	
51,8856	-0,00262394	
51,8856	-0,00262394	
51,9149	-0,00343558	
51,9149	-0,00343558	
51,9451	-0,00751982	
51,9451	-0,00751982	
51,9748	-0,0254263	
51,9748	-0,0254263	
52,0042	0,00212389	
52,0042	0,00212389	
52,034	-0,0125699	
52,034	-0,0125699	
52,0633	-0,0267045	
52,0633	-0,0267045	
52,0928	-0,00556297	
52,0928	-0,00556297	
52,1225	-0,00472721	
52,1225	-0,00472721	
52,1514	-0,0297851	
52,1514	-0,0297851	
52,1813	-0,00401797	
52,1813	-0,00401797	
52,211	-0,021673	
52,211	-0,021673	
52,2404	-0,0209295	
52,2404	-0,0209295	
52,2691	0,00516368	
52,2691	0,00516368	
52,299	-0,0124278	
52,299	-0,0124278	
52,3286	-0,010483	
52,3286	-0,010483	
52,358	-0,0251638	
52,358	-0,0251638	
52,3877	-0,00926309	
52,3877	-0,00926309	
52,4178	-0,0166601	
52,4178	-0,0166601	
52,4472	-0,00822189	
52,4472	-0,00822189	
52,4767	-0,0105211	
52,4767	-0,0105211	
52,5056	-0,0371746	
52,5056	-0,0371746	
52,5349	0,00182128	
52,5349	0,00182128	
52,5645	0,00465531	
52,5645	0,00465531	
52,5937	-0,00766558	
52,5937	-0,00766558	
52,6239	-0,0135022	
52,6239	-0,0135022	
52,6529	-0,0407579	
52,6529	-0,0407579	
52,6829	-0,020757	
52,6829	-0,020757	
52,7122	-0,013931	
52,7122	-0,013931	
52,7417	0,00242683	
52,7417	0,00242683	
52,7718	-0,0124144	
52,7718	-0,0124144	
52,8012	-0,0226894	
52,8012	-0,0226894	
52,8304	-0,021344	
52,8304	-0,021344	
52,8602	-0,0164823	
52,8602	-0,0164823	
52,8896	-0,00814493	
52,8896	-0,00814493	
52,9183	0,00337248	
52,9183	0,00337248	
52,9481	-0,0121565	
52,9481	-0,0121565	
52,9783	-0,0169594	
52,9783	-0,0169594	
53,0075	-0,00909841	
53,0075	-0,00909841	
53,0376	0,00367411	
53,0376	0,00367411	
53,0669	-0,0145855	
53,0669	-0,0145855	
53,0964	-0,00652037	
53,0964	-0,00652037	
53,1259	-0,019153	
53,1259	-0,019153	
53,1556	0,000655844	
53,1556	0,000655844	
53,1848	-0,0203801	
53,1848	-0,0203801	
53,2152	-0,00626602	
53,2152	-0,00626602	
53,2448	-0,00308601	
53,2448	-0,00308601	
53,2737	-0,0229901	
53,2737	-0,0229901	
53,3036	-0,0242944	
53,3036	-0,0242944	
53,3332	9,62778E-5	
53,3332	9,62778E-5	
53,3621	-0,0170194	
53,3621	-0,0170194	
53,3915	-0,020039	
53,3915	-0,020039	
53,4208	-0,0475184	
53,4208	-0,0475184	
53,451	0,00165465	
53,451	0,00165465	
53,4805	-0,00837776	
53,4805	-0,00837776	
53,5105	-0,00511134	
53,5105	-0,00511134	
53,5397	-0,00140144	
53,5397	-0,00140144	
53,5694	-0,0175242	
53,5694	-0,0175242	
53,5992	-0,00299536	
53,5992	-0,00299536	
53,6284	-0,0184098	
53,6284	-0,0184098	
53,6578	-0,0038859	
53,6578	-0,0038859	
53,688	-0,0182722	
53,688	-0,0182722	
53,7172	-0,0164377	
53,7172	-0,0164377	
53,7473	-0,013873	
53,7473	-0,013873	
53,7768	-0,00966744	
53,7768	-0,00966744	
53,8062	-0,01893	
53,8062	-0,01893	
53,8361	-0,058425	
53,8361	-0,058425	
53,8655	0,0387497	
53,8655	0,0387497	
53,895	-0,00536308	
53,895	-0,00536308	
53,9245	-0,0208304	
53,9245	-0,0208304	
53,9539	0,001549	
53,9539	0,001549	
53,9834	-0,00716113	
53,9834	-0,00716113	
54,0132	-0,0133923	
54,0132	-0,0133923	
54,0426	-0,00103981	
54,0426	-0,00103981	
54,0723	-0,0259692	
54,0723	-0,0259692	
54,1016	-0,0155214	
54,1016	-0,0155214	
54,1319	-0,0061871	
54,1319	-0,0061871	
54,1612	-0,0198968	
54,1612	-0,0198968	
54,1903	-0,0348218	
54,1903	-0,0348218	
54,2196	0,0193478	
54,2196	0,0193478	
54,2494	-0,017637	
54,2494	-0,017637	
54,2791	-0,0205288	
54,2791	-0,0205288	
54,3084	-0,00361656	
54,3084	-0,00361656	
54,3379	-0,0220764	
54,3379	-0,0220764	
54,3675	-0,0109372	
54,3675	-0,0109372	
54,3976	-0,0289516	
54,3976	-0,0289516	
54,4268	-0,0156736	
54,4268	-0,0156736	
54,4562	0,00263357	
54,4562	0,00263357	
54,4857	0,015394	
54,4857	0,015394	
54,5154	-0,0151128	
54,5154	-0,0151128	
54,5444	-0,0296207	
54,5444	-0,0296207	
54,5741	0,00161454	
54,5741	0,00161454	
54,6041	0,0197525	
54,6041	0,0197525	
54,6331	-0,0323106	
54,6331	-0,0323106	
54,6629	-0,0202542	
54,6629	-0,0202542	
54,6924	-0,00752569	
54,6924	-0,00752569	
54,7223	-0,0778618	
54,7223	-0,0778618	
54,7517	0,0244436	
54,7517	0,0244436	
54,7807	-0,00339645	
54,7807	-0,00339645	
54,8103	-0,00392569	
54,8103	-0,00392569	
54,84	-0,0225238	
54,84	-0,0225238	
54,8692	-0,043273	
54,8692	-0,043273	
54,8991	-0,0122396	
54,8991	-0,0122396	
54,9288	-0,0117642	
54,9288	-0,0117642	
54,9583	0,0344251	
54,9583	0,0344251	
54,9875	0,00124606	
54,9875	0,00124606	
55,0172	-0,00926504	
