Masse - Plot 0	Amplitude (V) - Plot 0	scangeschw: 10 s/amu druck 1.2 E -5mbar
1,8298	-0,0102169	
1,85962	-0,0626068	
1,85962	-0,0626068	
1,88885	-0,033751	
1,88885	-0,033751	
1,91916	-0,0311791	
1,91916	-0,0311791	
1,94844	-0,0255326	
1,94844	-0,0255326	
1,97827	-0,0448399	
1,97827	-0,0448399	
2,00835	-0,0260703	
2,00835	-0,0260703	
2,03787	0,00375726	
2,03787	0,00375726	
2,06772	0,00203063	
2,06772	0,00203063	
2,09778	-0,0338485	
2,09778	-0,0338485	
2,12718	-0,00684971	
2,12718	-0,00684971	
2,15655	-0,0193862	
2,15655	-0,0193862	
2,1865	-0,0117655	
2,1865	-0,0117655	
2,21616	0,00235443	
2,21616	0,00235443	
2,24599	0,0122104	
2,24599	0,0122104	
2,27574	0,0168569	
2,27574	0,0168569	
2,30531	0,00505085	
2,30531	0,00505085	
2,33476	0,0620568	
2,33476	0,0620568	
2,36495	0,0577049	
2,36495	0,0577049	
2,39442	0,0641099	
2,39442	0,0641099	
2,42388	0,0654958	
2,42388	0,0654958	
2,45336	0,0631182	
2,45336	0,0631182	
2,48307	0,0728647	
2,48307	0,0728647	
2,51321	0,0554532	
2,51321	0,0554532	
2,54293	0,0188303	
2,54293	0,0188303	
2,57282	-0,0148082	
2,57282	-0,0148082	
2,60223	-0,0202718	
2,60223	-0,0202718	
2,63181	-0,0157222	
2,63181	-0,0157222	
2,66229	-0,0142731	
2,66229	-0,0142731	
2,69169	-0,0252202	
2,69169	-0,0252202	
2,72132	-0,00787135	
2,72132	-0,00787135	
2,75085	-0,029487	
2,75085	-0,029487	
2,78056	-0,00883396	
2,78056	-0,00883396	
2,80962	-0,0200781	
2,80962	-0,0200781	
2,84	-0,0283523	
2,84	-0,0283523	
2,86924	-0,00722243	
2,86924	-0,00722243	
2,89978	-0,0118098	
2,89978	-0,0118098	
2,92886	-0,00914015	
2,92886	-0,00914015	
2,95898	-0,00154296	
2,95898	-0,00154296	
2,98889	-0,022334	
2,98889	-0,022334	
3,01864	-0,0176227	
3,01864	-0,0176227	
3,04804	-0,0251289	
3,04804	-0,0251289	
3,07771	-0,0181936	
3,07771	-0,0181936	
3,10749	-0,0219319	
3,10749	-0,0219319	
3,1374	-0,027387	
3,1374	-0,027387	
3,16708	-0,0160376	
3,16708	-0,0160376	
3,19653	-0,0120586	
3,19653	-0,0120586	
3,22642	-0,0189903	
3,22642	-0,0189903	
3,25612	-0,0274317	
3,25612	-0,0274317	
3,28578	-0,0384342	
3,28578	-0,0384342	
3,3156	0,00344683	
3,3156	0,00344683	
3,34527	-0,0449667	
3,34527	-0,0449667	
3,37529	0,000607583	
3,37529	0,000607583	
3,40466	-0,0110722	
3,40466	-0,0110722	
3,43406	-0,00454754	
3,43406	-0,00454754	
3,46399	-0,00404895	
3,46399	-0,00404895	
3,49385	-0,0309	
3,49385	-0,0309	
3,52326	-0,0116615	
3,52326	-0,0116615	
3,55345	-0,0255636	
3,55345	-0,0255636	
3,58287	-0,0043871	
3,58287	-0,0043871	
3,61289	-0,0145177	
3,61289	-0,0145177	
3,64205	-0,0296524	
3,64205	-0,0296524	
3,67198	0,00940934	
3,67198	0,00940934	
3,70167	-0,0163291	
3,70167	-0,0163291	
3,73152	-0,0196601	
3,73152	-0,0196601	
3,76098	-0,00781591	
3,76098	-0,00781591	
3,79094	-0,0140543	
3,79094	-0,0140543	
3,82058	-0,0023859	
3,82058	-0,0023859	
3,84971	-0,0242589	
3,84971	-0,0242589	
3,87938	-0,0253193	
3,87938	-0,0253193	
3,90925	-0,0031871	
3,90925	-0,0031871	
3,93881	-0,00498319	
3,93881	-0,00498319	
3,96867	-0,0239957	
3,96867	-0,0239957	
3,99841	-0,0219075	
3,99841	-0,0219075	
4,02782	-0,014954	
4,02782	-0,014954	
4,05815	-0,0135371	
4,05815	-0,0135371	
4,08736	-0,0129485	
4,08736	-0,0129485	
4,11654	-0,0405887	
4,11654	-0,0405887	
4,14648	-0,00700232	
4,14648	-0,00700232	
4,17621	-0,0171994	
4,17621	-0,0171994	
4,20627	-0,0071908	
4,20627	-0,0071908	
4,23589	-0,0210332	
4,23589	-0,0210332	
4,26515	-0,00608765	
4,26515	-0,00608765	
4,29535	-0,0229685	
4,29535	-0,0229685	
4,32505	-0,0105978	
4,32505	-0,0105978	
4,35422	-0,00763167	
4,35422	-0,00763167	
4,38414	-0,0326729	
4,38414	-0,0326729	
4,41393	-0,0211747	
4,41393	-0,0211747	
4,44332	-0,0040558	
4,44332	-0,0040558	
4,47296	-0,0173025	
4,47296	-0,0173025	
4,50249	-0,0117224	
4,50249	-0,0117224	
4,53204	-0,016993	
4,53204	-0,016993	
4,56196	-0,0202643	
4,56196	-0,0202643	
4,59165	-0,00982559	
4,59165	-0,00982559	
4,62157	-0,0135299	
4,62157	-0,0135299	
4,65134	0,00359878	
4,65134	0,00359878	
4,68048	-0,0279652	
4,68048	-0,0279652	
4,71032	-0,0153071	
4,71032	-0,0153071	
4,73983	-0,0112046	
4,73983	-0,0112046	
4,76961	-0,0153456	
4,76961	-0,0153456	
4,79947	-0,00207644	
4,79947	-0,00207644	
4,82862	-0,0184793	
4,82862	-0,0184793	
4,85884	-0,0262907	
4,85884	-0,0262907	
4,88865	-0,0205085	
4,88865	-0,0205085	
4,91821	-0,00689537	
4,91821	-0,00689537	
4,94777	-0,0262744	
4,94777	-0,0262744	
4,97707	-0,000421875	
4,97707	-0,000421875	
5,00694	-0,00979461	
5,00694	-0,00979461	
5,03673	-0,0303557	
5,03673	-0,0303557	
5,06658	0,00670249	
5,06658	0,00670249	
5,09629	-0,0100082	
5,09629	-0,0100082	
5,12622	-0,015326	
5,12622	-0,015326	
5,15487	-0,0413475	
5,15487	-0,0413475	
5,18521	-2,50267E-5	
5,18521	-2,50267E-5	
5,2151	-0,0129736	
5,2151	-0,0129736	
5,24498	-0,0254983	
5,24498	-0,0254983	
5,27437	-0,00678547	
5,27437	-0,00678547	
5,30346	-0,00423775	
5,30346	-0,00423775	
5,33348	-0,0135374	
5,33348	-0,0135374	
5,36324	-0,0102489	
5,36324	-0,0102489	
5,39242	-0,0266282	
5,39242	-0,0266282	
5,42218	-0,0333032	
5,42218	-0,0333032	
5,45176	-0,00272797	
5,45176	-0,00272797	
5,48182	-0,00454623	
5,48182	-0,00454623	
5,51132	-0,0104572	
5,51132	-0,0104572	
5,54054	-0,0247966	
5,54054	-0,0247966	
5,57048	-0,022212	
5,57048	-0,022212	
5,60001	-0,0137106	
5,60001	-0,0137106	
5,62948	-0,0213694	
5,62948	-0,0213694	
5,65951	-0,00915515	
5,65951	-0,00915515	
5,68945	-0,00990124	
5,68945	-0,00990124	
5,71902	-0,0441952	
5,71902	-0,0441952	
5,74815	2,77994E-5	
5,74815	2,77994E-5	
5,77811	0,00169802	
5,77811	0,00169802	
5,80708	-0,0134804	
5,80708	-0,0134804	
5,83713	-0,0107484	
5,83713	-0,0107484	
5,86681	-0,0229239	
5,86681	-0,0229239	
5,89668	-0,0244679	
5,89668	-0,0244679	
5,92597	-0,0206243	
5,92597	-0,0206243	
5,95578	-0,0270336	
5,95578	-0,0270336	
5,98571	-0,00879059	
5,98571	-0,00879059	
6,01542	-0,0013809	
6,01542	-0,0013809	
6,04534	-0,0564212	
6,04534	-0,0564212	
6,07455	-0,0194073	
6,07455	-0,0194073	
6,10445	0,0031615	
6,10445	0,0031615	
6,13383	-0,0206204	
6,13383	-0,0206204	
6,16323	-0,00104177	
6,16323	-0,00104177	
6,19318	0,0152877	
6,19318	0,0152877	
6,22261	-0,00795385	
6,22261	-0,00795385	
6,25185	-0,0258632	
6,25185	-0,0258632	
6,28221	-0,0179341	
6,28221	-0,0179341	
6,31222	-0,00624515	
6,31222	-0,00624515	
6,34187	-0,0227308	
6,34187	-0,0227308	
6,37138	-0,006657	
6,37138	-0,006657	
6,40075	-0,0104468	
6,40075	-0,0104468	
6,43056	-0,0315636	
6,43056	-0,0315636	
6,46037	-0,0229969	
6,46037	-0,0229969	
6,49005	-0,019677	
6,49005	-0,019677	
6,51956	-0,0184141	
6,51956	-0,0184141	
6,54943	-0,00942613	
6,54943	-0,00942613	
6,57864	-0,00841363	
6,57864	-0,00841363	
6,60839	-0,0154167	
6,60839	-0,0154167	
6,63802	-0,013859	
6,63802	-0,013859	
6,66767	-0,00299373	
6,66767	-0,00299373	
6,69781	-0,00942287	
6,69781	-0,00942287	
6,72737	-0,0316872	
6,72737	-0,0316872	
6,75662	0,000894866	
6,75662	0,000894866	
6,78645	-0,0114068	
6,78645	-0,0114068	
6,81603	0,0110479	
6,81603	0,0110479	
6,84587	-0,0350214	
6,84587	-0,0350214	
6,87524	-0,00615678	
6,87524	-0,00615678	
6,90514	-0,0157317	
6,90514	-0,0157317	
6,93465	-0,0332361	
6,93465	-0,0332361	
6,96427	-0,0203758	
6,96427	-0,0203758	
6,99439	0,00337965	
6,99439	0,00337965	
7,02437	-0,00548536	
7,02437	-0,00548536	
7,05385	0,00169835	
7,05385	0,00169835	
7,08357	0,0148459	
7,08357	0,0148459	
7,11371	-0,0158041	
7,11371	-0,0158041	
7,14288	-0,0202712	
7,14288	-0,0202712	
7,17243	-0,00631493	
7,17243	-0,00631493	
7,20191	-0,00799852	
7,20191	-0,00799852	
7,23152	-0,000217418	
7,23152	-0,000217418	
7,26154	0,0176313	
7,26154	0,0176313	
7,29127	-0,0133976	
7,29127	-0,0133976	
7,32071	0,00712705	
7,32071	0,00712705	
7,3505	-0,0173132	
7,3505	-0,0173132	
7,38047	-0,020729	
7,38047	-0,020729	
7,40963	0,00425063	
7,40963	0,00425063	
7,43922	-0,0456642	
7,43922	-0,0456642	
7,46867	-0,0206041	
7,46867	-0,0206041	
7,49824	-0,00574852	
7,49824	-0,00574852	
7,52803	-0,0194921	
7,52803	-0,0194921	
7,55808	0,000488561	
7,55808	0,000488561	
7,58715	0,00337248	
7,58715	0,00337248	
7,61718	-0,00759939	
7,61718	-0,00759939	
7,64696	-0,0378228	
7,64696	-0,0378228	
7,67673	-0,0280496	
7,67673	-0,0280496	
7,70608	-0,030462	
7,70608	-0,030462	
7,73584	-0,0200537	
7,73584	-0,0200537	
7,76536	0,00915369	
7,76536	0,00915369	
7,79505	-0,0153583	
7,79505	-0,0153583	
7,82398	-0,0233576	
7,82398	-0,0233576	
7,85415	-0,0258919	
7,85415	-0,0258919	
7,88445	-0,018763	
7,88445	-0,018763	
7,91353	-0,0169004	
7,91353	-0,0169004	
7,94333	-0,00922494	
7,94333	-0,00922494	
7,97286	-0,0152996	
7,97286	-0,0152996	
8,00278	-0,0318127	
8,00278	-0,0318127	
8,03185	0,00221943	
8,03185	0,00221943	
8,06154	-0,0146722	
8,06154	-0,0146722	
8,09116	0,0049915	
8,09116	0,0049915	
8,12084	-0,0191233	
8,12084	-0,0191233	
8,1507	-0,013151	
8,1507	-0,013151	
8,18012	-0,0156042	
8,18012	-0,0156042	
8,21004	-0,0058408	
8,21004	-0,0058408	
8,23924	-0,00728113	
8,23924	-0,00728113	
8,26849	-0,0307979	
8,26849	-0,0307979	
8,29849	-0,0180404	
8,29849	-0,0180404	
8,32825	0,0018115	
8,32825	0,0018115	
8,35771	-0,00947602	
8,35771	-0,00947602	
8,38726	0,00250574	
8,38726	0,00250574	
8,41725	-0,0492297	
8,41725	-0,0492297	
8,44701	0,0107825	
8,44701	0,0107825	
8,47656	-0,0190933	
8,47656	-0,0190933	
8,50658	-0,0148946	
8,50658	-0,0148946	
8,536	-0,0156303	
8,536	-0,0156303	
8,56565	-0,01207	
8,56565	-0,01207	
8,5951	-0,0140448	
8,5951	-0,0140448	
8,62466	-0,00658526	
8,62466	-0,00658526	
8,65408	-0,0259594	
8,65408	-0,0259594	
8,68367	-0,0197155	
8,68367	-0,0197155	
8,71325	0,00572814	
8,71325	0,00572814	
8,74291	-0,0142477	
8,74291	-0,0142477	
8,77263	-0,0581782	
8,77263	-0,0581782	
8,80183	-4,78529E-5	
8,80183	-4,78529E-5	
8,83154	-0,00158633	
8,83154	-0,00158633	
8,86138	-0,0589393	
8,86138	-0,0589393	
8,89064	0,000636279	
8,89064	0,000636279	
8,92053	0,00589216	
8,92053	0,00589216	
8,95031	0,0186513	
8,95031	0,0186513	
8,9801	-0,0370317	
8,9801	-0,0370317	
9,00953	-0,00685982	
9,00953	-0,00685982	
9,03957	-0,0138251	
9,03957	-0,0138251	
9,0688	-0,011065	
9,0688	-0,011065	
9,09835	-0,0141899	
9,09835	-0,0141899	
9,12781	-0,0301467	
9,12781	-0,0301467	
9,1576	-0,0261603	
9,1576	-0,0261603	
9,18699	-0,0496432	
9,18699	-0,0496432	
9,21696	-0,00975548	
9,21696	-0,00975548	
9,24667	0,00520705	
9,24667	0,00520705	
9,27617	0,0178967	
9,27617	0,0178967	
9,30587	0,0156614	
9,30587	0,0156614	
9,33539	-0,0190891	
9,33539	-0,0190891	
9,36509	-0,0166183	
9,36509	-0,0166183	
9,39474	-0,0424503	
9,39474	-0,0424503	
9,42443	-0,0158135	
9,42443	-0,0158135	
9,45381	0,0193195	
9,45381	0,0193195	
9,48319	-0,025572	
9,48319	-0,025572	
9,51298	0,0134877	
9,51298	0,0134877	
9,54263	-0,00793461	
9,54263	-0,00793461	
9,57223	-0,0520578	
9,57223	-0,0520578	
9,60175	-0,0402306	
9,60175	-0,0402306	
9,63203	0,0339719	
9,63203	0,0339719	
9,66139	-0,0504561	
9,66139	-0,0504561	
9,69062	0,0148276	
9,69062	0,0148276	
9,72079	-0,0171707	
9,72079	-0,0171707	
9,7502	-0,0315779	
9,7502	-0,0315779	
9,78008	-0,00260862	
9,78008	-0,00260862	
9,8099	-0,0115617	
9,8099	-0,0115617	
9,83903	-0,0153798	
9,83903	-0,0153798	
9,86851	-0,0709471	
9,86851	-0,0709471	
9,89806	0,014254	
9,89806	0,014254	
9,92818	-0,0413273	
9,92818	-0,0413273	
9,95742	0,0169879	
9,95742	0,0169879	
9,98724	-0,0251361	
9,98724	-0,0251361	
10,017	-0,00768189	
10,017	-0,00768189	
10,0462	-0,0145747	
10,0462	-0,0145747	
10,0759	0,0250912	
10,0759	0,0250912	
10,1056	-0,0117247	
10,1056	-0,0117247	
10,1347	-0,02703	
10,1347	-0,02703	
10,1649	-0,00150188	
10,1649	-0,00150188	
10,1947	-0,012386	
10,1947	-0,012386	
10,2241	-0,0054433	
10,2241	-0,0054433	
10,2542	-0,0193822	
10,2542	-0,0193822	
10,2835	-0,00971407	
10,2835	-0,00971407	
10,3135	-0,0190591	
10,3135	-0,0190591	
10,3432	-0,0392547	
10,3432	-0,0392547	
10,3731	0,00736216	
10,3731	0,00736216	
10,4022	-0,00831254	
10,4022	-0,00831254	
10,4318	-0,0262434	
10,4318	-0,0262434	
10,4618	-0,0164957	
10,4618	-0,0164957	
10,4914	-0,0376565	
10,4914	-0,0376565	
10,5205	0,00798108	
10,5205	0,00798108	
10,5508	0,00272552	
10,5508	0,00272552	
10,58	0,000459539	
10,58	0,000459539	
10,6093	-0,0404263	
10,6093	-0,0404263	
10,639	0,00676216	
10,639	0,00676216	
10,669	-0,0633917	
10,669	-0,0633917	
10,6989	0,0195719	
10,6989	0,0195719	
10,7282	-0,0293612	
10,7282	-0,0293612	
10,758	-0,00728602	
10,758	-0,00728602	
10,7873	-0,0171815	
10,7873	-0,0171815	
10,8168	-0,0149181	
10,8168	-0,0149181	
10,8463	-0,0391014	
10,8463	-0,0391014	
10,876	3,07342E-5	
10,876	3,07342E-5	
10,9059	-0,0186573	
10,9059	-0,0186573	
10,9356	0,0049589	
10,9356	0,0049589	
10,9651	-0,00125862	
10,9651	-0,00125862	
10,9944	-0,0289911	
10,9944	-0,0289911	
11,0242	0,000702475	
11,0242	0,000702475	
11,0539	0,00124541	
11,0539	0,00124541	
11,084	-0,0204231	
11,084	-0,0204231	
11,1133	-0,0121731	
11,1133	-0,0121731	
11,1427	-0,0247382	
11,1427	-0,0247382	
11,1721	-0,0141358	
11,1721	-0,0141358	
11,2018	-0,00876483	
11,2018	-0,00876483	
11,2313	-0,00813809	
11,2313	-0,00813809	
11,2611	-0,0177932	
11,2611	-0,0177932	
11,2909	0,00236943	
11,2909	0,00236943	
11,3206	-0,0192834	
11,3206	-0,0192834	
11,35	-0,00118166	
11,35	-0,00118166	
11,3795	-0,00738678	
11,3795	-0,00738678	
11,4091	-0,0188109	
11,4091	-0,0188109	
11,4388	-0,0125999	
11,4388	-0,0125999	
11,4685	0,00339824	
11,4685	0,00339824	
11,4979	-0,0079333	
11,4979	-0,0079333	
11,5276	-0,0178829	
11,5276	-0,0178829	
11,5571	-0,0143364	
11,5571	-0,0143364	
11,587	-0,0220796	
11,587	-0,0220796	
11,6165	-0,00809798	
11,6165	-0,00809798	
11,6458	0,0107815	
11,6458	0,0107815	
11,6756	-0,0307356	
11,6756	-0,0307356	
11,705	0,00757053	
11,705	0,00757053	
11,7352	0,00527259	
11,7352	0,00527259	
11,7647	-0,0208089	
11,7647	-0,0208089	
11,7942	0,0094638	
11,7942	0,0094638	
11,8241	0,0150497	
11,8241	0,0150497	
11,8535	0,00290324	
11,8535	0,00290324	
11,8831	0,00721379	
11,8831	0,00721379	
11,913	0,033368	
11,913	0,033368	
11,9423	-0,00602569	
11,9423	-0,00602569	
11,9718	0,0204243	
11,9718	0,0204243	
12,0012	0,0222233	
12,0012	0,0222233	
12,0313	0,0456351	
12,0313	0,0456351	
12,0606	0,0236496	
12,0606	0,0236496	
12,0904	0,0482245	
12,0904	0,0482245	
12,1195	0,0168275	
12,1195	0,0168275	
12,1495	0,0180767	
12,1495	0,0180767	
12,1789	0,0260075	
12,1789	0,0260075	
12,2083	0,0516696	
12,2083	0,0516696	
12,2378	0,0139032	
12,2378	0,0139032	
12,268	0,0229325	
12,268	0,0229325	
12,2979	0,0181531	
12,2979	0,0181531	
12,3272	0,0162402	
12,3272	0,0162402	
12,3564	0,00425194	
12,3564	0,00425194	
12,3862	-0,00605536	
12,3862	-0,00605536	
12,416	-0,0226281	
12,416	-0,0226281	
12,4456	-0,0189531	
12,4456	-0,0189531	
12,4746	-0,0164686	
12,4746	-0,0164686	
12,5045	-0,0134152	
12,5045	-0,0134152	
12,5345	-0,0106023	
12,5345	-0,0106023	
12,5636	-0,00773211	
12,5636	-0,00773211	
12,5935	-0,0075283	
12,5935	-0,0075283	
12,6231	-0,00492254	
12,6231	-0,00492254	
12,6526	-0,00980276	
12,6526	-0,00980276	
12,6823	-0,00734961	
12,6823	-0,00734961	
12,7123	-0,0100522	
12,7123	-0,0100522	
12,7417	-0,0191207	
12,7417	-0,0191207	
12,7714	-0,00296699	
12,7714	-0,00296699	
12,8008	-0,0341729	
12,8008	-0,0341729	
12,8301	0,00494846	
12,8301	0,00494846	
12,86	-0,0283095	
12,86	-0,0283095	
12,8893	0,00426172	
12,8893	0,00426172	
12,9193	-0,00703591	
12,9193	-0,00703591	
12,9488	-0,000911985	
12,9488	-0,000911985	
12,9783	-0,00530536	
12,9783	-0,00530536	
13,0085	-0,00710667	
13,0085	-0,00710667	
13,0377	-0,00318742	
13,0377	-0,00318742	
13,0673	-0,00195481	
13,0673	-0,00195481	
13,0967	-0,00417873	
13,0967	-0,00417873	
13,1264	-0,00624221	
13,1264	-0,00624221	
13,1553	-0,0142848	
13,1553	-0,0142848	
13,1857	-0,00929113	
13,1857	-0,00929113	
13,2153	-0,0163601	
13,2153	-0,0163601	
13,245	-0,000971007	
13,245	-0,000971007	
13,274	-0,0106297	
13,274	-0,0106297	
13,3035	-0,00514199	
13,3035	-0,00514199	
13,3332	-0,00241003	
13,3332	-0,00241003	
13,3629	-0,00123938	
13,3629	-0,00123938	
13,3931	-0,00544688	
13,3931	-0,00544688	
13,4224	-0,0111104	
13,4224	-0,0111104	
13,452	0,00396759	
13,452	0,00396759	
13,4816	0,00344813	
13,4816	0,00344813	
13,511	-0,0367206	
13,511	-0,0367206	
13,5406	0,0167033	
13,5406	0,0167033	
13,5703	0,0251137	
13,5703	0,0251137	
13,6	0,000528018	
13,6	0,000528018	
13,6296	-0,0161924	
13,6296	-0,0161924	
13,6593	0,0605288	
13,6593	0,0605288	
13,6893	0,0226553	
13,6893	0,0226553	
13,7189	0,0595368	
13,7189	0,0595368	
13,7486	0,0909012	
13,7486	0,0909012	
13,7785	0,0854898	
13,7785	0,0854898	
13,8083	0,131514	
13,8083	0,131514	
13,8377	0,199601	
13,8377	0,199601	
13,867	0,262601	
13,867	0,262601	
13,8969	0,33485	
13,8969	0,33485	
13,9263	0,391589	
13,9263	0,391589	
13,9561	0,423729	
13,9561	0,423729	
13,9858	0,492062	
13,9858	0,492062	
14,0151	0,51784	
14,0151	0,51784	
14,0449	0,552108	
14,0449	0,552108	
14,0744	0,537729	
14,0744	0,537729	
14,1039	0,566923	
14,1039	0,566923	
14,1334	0,551942	
14,1334	0,551942	
14,1625	0,536513	
14,1625	0,536513	
14,1925	0,521912	
14,1925	0,521912	
14,2227	0,479519	
14,2227	0,479519	
14,2519	0,453636	
14,2519	0,453636	
14,2816	0,413914	
14,2816	0,413914	
14,3112	0,368416	
14,3112	0,368416	
14,3411	0,293615	
14,3411	0,293615	
14,3703	0,171687	
14,3703	0,171687	
14,3997	0,0698601	
14,3997	0,0698601	
14,4299	0,00392194	
14,4299	0,00392194	
14,4594	-0,0150048	
14,4594	-0,0150048	
14,4883	-0,0431377	
14,4883	-0,0431377	
14,5183	0,0302268	
14,5183	0,0302268	
14,5478	-0,0238154	
14,5478	-0,0238154	
14,5774	-0,0275716	
14,5774	-0,0275716	
14,6075	-0,0211412	
14,6075	-0,0211412	
14,6371	-0,0201423	
14,6371	-0,0201423	
14,6667	-0,0167047	
14,6667	-0,0167047	
14,6955	0,00501629	
14,6955	0,00501629	
14,7252	-0,0268412	
14,7252	-0,0268412	
14,7547	-0,0259079	
14,7547	-0,0259079	
14,7845	-0,00660906	
14,7845	-0,00660906	
14,8143	-0,0142728	
14,8143	-0,0142728	
14,8436	-0,0100643	
14,8436	-0,0100643	
14,8735	0,00150824	
14,8735	0,00150824	
14,9032	-0,0353475	
14,9032	-0,0353475	
14,9331	-0,00383047	
14,9331	-0,00383047	
14,9619	-0,0121786	
14,9619	-0,0121786	
14,9918	-0,00598036	
14,9918	-0,00598036	
15,021	-0,036331	
15,021	-0,036331	
15,0511	0,0111298	
15,0511	0,0111298	
15,081	0,0149584	
15,081	0,0149584	
15,1104	-0,0222264	
15,1104	-0,0222264	
15,1396	0,0126826	
15,1396	0,0126826	
15,1697	-0,0173823	
15,1697	-0,0173823	
15,1991	-0,00551667	
15,1991	-0,00551667	
15,2287	-0,011083	
15,2287	-0,011083	
15,2583	0,00042367	
15,2583	0,00042367	
15,2881	-0,00236894	
15,2881	-0,00236894	
15,3167	0,00411694	
15,3167	0,00411694	
15,3471	-0,0311025	
15,3471	-0,0311025	
15,3766	-0,0014122	
15,3766	-0,0014122	
15,4061	-0,00266862	
15,4061	-0,00266862	
15,4358	-0,00669189	
15,4358	-0,00669189	
15,4654	-0,0119742	
15,4654	-0,0119742	
15,4949	-0,0149341	
15,4949	-0,0149341	
15,5242	-0,0204273	
15,5242	-0,0204273	
15,5539	-0,0166561	
15,5539	-0,0166561	
15,5838	-0,00757069	
15,5838	-0,00757069	
15,6131	-0,00586852	
15,6131	-0,00586852	
15,6427	-0,0058796	
15,6427	-0,0058796	
15,6727	-0,00316786	
15,6727	-0,00316786	
15,702	0,00314031	
15,702	0,00314031	
15,7318	0,0254737	
15,7318	0,0254737	
15,7614	0,0114056	
15,7614	0,0114056	
15,7906	0,0251799	
15,7906	0,0251799	
15,8204	0,0286169	
15,8204	0,0286169	
15,8498	0,0502234	
15,8498	0,0502234	
15,8794	0,0523759	
15,8794	0,0523759	
15,909	0,0860125	
15,909	0,0860125	
15,939	0,107848	
15,939	0,107848	
15,9684	0,0748202	
15,9684	0,0748202	
15,9985	0,107501	
15,9985	0,107501	
16,0278	0,131317	
16,0278	0,131317	
16,0572	0,119302	
16,0572	0,119302	
16,0872	0,120855	
16,0872	0,120855	
16,1162	0,133238	
16,1162	0,133238	
16,146	0,130043	
16,146	0,130043	
16,1756	0,125521	
16,1756	0,125521	
16,2047	0,0961454	
16,2047	0,0961454	
16,2347	0,107789	
16,2347	0,107789	
16,264	0,124517	
16,264	0,124517	
16,2941	0,106524	
16,2941	0,106524	
16,3233	0,0547789	
16,3233	0,0547789	
16,3535	0,0630338	
16,3535	0,0630338	
16,383	0,0423432	
16,383	0,0423432	
16,412	0,0164228	
16,412	0,0164228	
16,4421	-0,00666808	
16,4421	-0,00666808	
16,4716	-0,0185696	
16,4716	-0,0185696	
16,5016	-0,0193754	
16,5016	-0,0193754	
16,5309	-0,0147166	
16,5309	-0,0147166	
16,5606	0,00160802	
16,5606	0,00160802	
16,5904	-0,011562	
16,5904	-0,011562	
16,6196	-0,00477091	
16,6196	-0,00477091	
16,6489	-0,0122236	
16,6489	-0,0122236	
16,6788	-0,00815243	
16,6788	-0,00815243	
16,7083	-0,043155	
16,7083	-0,043155	
16,7384	-0,00530406	
16,7384	-0,00530406	
16,7675	-0,0149086	
16,7675	-0,0149086	
16,7972	-0,0110937	
16,7972	-0,0110937	
16,8271	-0,00109785	
16,8271	-0,00109785	
16,8567	0,0106191	
16,8567	0,0106191	
16,8863	0,00814836	
16,8863	0,00814836	
16,9156	0,0304211	
16,9156	0,0304211	
16,9457	0,014571	
16,9457	0,014571	
16,975	0,0114924	
16,975	0,0114924	
17,0048	0,0431711	
17,0048	0,0431711	
17,0341	0,0376348	
17,0341	0,0376348	
17,0641	0,0149832	
17,0641	0,0149832	
17,0934	0,0426413	
17,0934	0,0426413	
17,1233	0,0277782	
17,1233	0,0277782	
17,1525	0,05107	
17,1525	0,05107	
17,182	0,0128173	
17,182	0,0128173	
17,2118	0,0396911	
17,2118	0,0396911	
17,2415	0,0569415	
17,2415	0,0569415	
17,2711	0,0355603	
17,2711	0,0355603	
17,3008	0,0569063	
17,3008	0,0569063	
17,3302	0,0208156	
17,3302	0,0208156	
17,36	0,0285269	
17,36	0,0285269	
17,3895	-0,000529158	
17,3895	-0,000529158	
17,4191	0,0127325	
17,4191	0,0127325	
17,4482	0,00689683	
17,4482	0,00689683	
17,4777	0,027922	
17,4777	0,027922	
17,5074	-0,00165481	
17,5074	-0,00165481	
17,5373	-0,0305498	
17,5373	-0,0305498	
17,5672	-0,0476821	
17,5672	-0,0476821	
17,5968	0,0149212	
17,5968	0,0149212	
17,6264	5,94299E-5	
17,6264	5,94299E-5	
17,6559	-0,00371079	
17,6559	-0,00371079	
17,6852	-0,0357981	
17,6852	-0,0357981	
17,7148	-0,00861776	
17,7148	-0,00861776	
17,7445	-0,00208427	
17,7445	-0,00208427	
17,7744	-0,00308145	
17,7744	-0,00308145	
17,8039	0,0257815	
17,8039	0,0257815	
17,8329	0,0232664	
17,8329	0,0232664	
17,8629	0,00327987	
17,8629	0,00327987	
17,8923	0,0411259	
17,8923	0,0411259	
17,9219	0,0397505	
17,9219	0,0397505	
17,9517	0,0399302	
17,9517	0,0399302	
17,9811	0,0943829	
17,9811	0,0943829	
18,0109	0,0714618	
18,0109	0,0714618	
18,0408	0,0926817	
18,0408	0,0926817	
18,0702	0,0899018	
18,0702	0,0899018	
18,0996	0,0849218	
18,0996	0,0849218	
18,1292	0,0936749	
18,1292	0,0936749	
18,159	0,10531	
18,159	0,10531	
18,1878	0,101139	
18,1878	0,101139	
18,2178	0,0953246	
18,2178	0,0953246	
18,248	0,077364	
18,248	0,077364	
18,2767	0,0975016	
18,2767	0,0975016	
18,3065	0,0726775	
18,3065	0,0726775	
18,336	0,0811656	
18,336	0,0811656	
18,3654	0,0490521	
18,3654	0,0490521	
